group,groupName,Age,intErr,extErr,sample,reference
E13,Leh,233.46191,3.93565,21.69216,I-28,"Owen et al., 2006, GSAB"
E13,Leh,115.94722,1.63184,8.86524,I-29,"Owen et al., 2006, GSAB"
E13,Leh,175.23154,4.35412,15.18853,I-30,"Owen et al., 2006, GSAB"
E13,Leh,232.11563,3.55218,21.75279,I-36,"Owen et al., 2006, GSAB"
E13,Leh,167.78308,3.21401,14.48631,I-37,"Owen et al., 2006, GSAB"
E13,Leh,130.78561,1.85141,10.83954,I-44,"Owen et al., 2006, GSAB"
E13,Leh,143.75087,2.53781,13.08735,I-45,"Owen et al., 2006, GSAB"
E13,Leh,156.87689,2.92916,13.91049,I-46,"Owen et al., 2006, GSAB"
E13,Leh,291.84634,4.47454,23.20255,I-47,"Owen et al., 2006, GSAB"
E13,Leh,124.67071,2.15347,10.05375,I-48,"Owen et al., 2006, GSAB"
E14,Indus,350.7045,5.81869,34.84657,I-38,"Owen et al., 2006, GSAB"
E14,Indus,272.98441,3.78609,21.72043,I-39,"Owen et al., 2006, GSAB"
E14,Indus,241.07857,4.25025,21.33871,I-40,"Owen et al., 2006, GSAB"
E14,Indus,345.11975,5.66276,32.74379,I-41,"Owen et al., 2006, GSAB"
E14,Indus,444.50024,7.53815,42.18327,I-42,"Owen et al., 2006, GSAB"
E14,Indus,146.33463,2.24458,13.23993,I-43,"Owen et al., 2006, GSAB"
E21,Ladakh-2,20.49462,0.42095,1.39942,Chang-15,"Dortch et al., 2013"
E21,Ladakh-2,33.08292,0.4299,2.40346,Chang-17,"Dortch et al., 2013"
E21,Ladakh-2,43.1723,2.11008,3.70708,LDK-43,"Dortch et al., 2013"
E21,Ladakh-2,22.74183,0.52101,1.75107,LDK-45,"Dortch et al., 2013"
E21,Ladakh-2,22.45027,0.47849,1.70815,LDK-46,"Dortch et al., 2013"
E21,Ladakh-2,22.10459,0.58381,1.69485,LDK-47,"Dortch et al., 2013"
E21,Ladakh-2,24.55128,0.56428,1.82659,LDK-205B,"Dortch et al., 2013"
E21,Ladakh-2,26.7486,0.67019,2.02182,LDK-208B,"Dortch et al., 2013"
E21,Ladakh-2,34.96414,0.811,2.52705,LDK-209,"Dortch et al., 2013"
E21,Ladakh-2,24.0417,0.46372,1.79938,LDK-210,"Dortch et al., 2013"
E22,Ladakh-4,83.21887,2.56692,7.43368,LDK-48,"Dortch et al., 2013"
E22,Ladakh-4,23.69723,0.679,1.86137,Pang-35,"Dortch et al., 2013"
E22,Ladakh-4,30.1993,0.62881,2.28094,Pang-36,"Dortch et al., 2013"
E22,Ladakh-4,24.10752,1.01247,2.01295,Pang-37,"Dortch et al., 2013"
E22,Ladakh-4,25.68119,0.40555,1.87028,Pang-38,"Dortch et al., 2013"
E22,Ladakh-4,43.5766,0.88114,3.2262,Pang-39,"Dortch et al., 2013"
E22,Ladakh-4,39.69623,1.18303,2.94304,Pang-40,"Dortch et al., 2013"
E22,Ladakh-4,34.33823,0.45208,2.42798,LDK-50,"Dortch et al., 2013"
E22,Ladakh-4,24.8683,0.73665,1.89373,LDK-51,"Dortch et al., 2013"
E22,Ladakh-4,61.67623,2.21952,5.18743,LDK-52,"Dortch et al., 2013"
E22,Ladakh-4,73.67127,2.02445,6.40589,LDK-53,"Dortch et al., 2013"
E22,Ladakh-4,85.01048,2.08113,7.35886,LDK-34,"Dortch et al., 2013"
E22,Ladakh-4,70.54855,2.49667,6.30112,LDK-35,"Dortch et al., 2013"
E22,Ladakh-4,83.60759,1.45121,7.12701,LDK-205A,"Dortch et al., 2013"
E22,Ladakh-4,67.98644,2.37965,5.96834,LDK-208A,"Dortch et al., 2013"
E23,Pangong-2,35.72146,7.72236,8.10267,Pang-16,"Dortch et al., 2013"
E23,Pangong-2,75.23357,1.80091,6.52175,Pang-17,"Dortch et al., 2013"
E23,Pangong-2,53.50175,2.93117,5.4606,Pang-18,"Dortch et al., 2013"
E23,Pangong-2,56.29678,1.32204,4.81432,Pang-19,"Dortch et al., 2013"
E23,Pangong-2,30.80937,1.4268,2.64732,Pang-20,"Dortch et al., 2013"
E23,Pangong-2,55.33269,1.26717,4.73443,Pang-21,"Dortch et al., 2013"
E23,Pangong-2,88.15398,1.89176,7.5403,Pang-22,"Dortch et al., 2013"
E23,Pangong-2,63.98052,1.32515,4.9812,Pang-23,"Dortch et al., 2013"
E31,Deshkit-1,66.55649,3.23733,6.12933,NU-2,"Dortch et al., 2010, QR"
E31,Deshkit-1,47.13843,1.93619,4.43631,NU-3,"Dortch et al., 2010, QR"
E31,Deshkit-1,47.63692,2.82049,4.92452,NU-5,"Dortch et al., 2010, QR"
E31,Deshkit-1,42.77507,1.89556,3.56814,NU-6,"Dortch et al., 2010, QR"
E31,Deshkit-1,61.79889,1.22843,4.85551,NU-7,"Dortch et al., 2010, QR"
E31,Deshkit-1,46.4701,1.20851,4.00551,NU-8,"Dortch et al., 2010, QR"
E31,Deshkit-1,26.83077,0.97457,2.15043,NU-9,"Dortch et al., 2010, QR"
E31,Deshkit-1,47.56101,1.53995,4.31895,NU-10,"Dortch et al., 2010, QR"
E31,Deshkit-1,29.89601,1.16829,2.46958,NU-11,"Dortch et al., 2010, QR"
E31,Deshkit-1,33.35586,1.09131,2.62622,NU-12,"Dortch et al., 2010, QR"
E31,Deshkit-1,46.1886,1.61651,4.06874,NU-25,"Dortch et al., 2010, QR"
E31,Deshkit-1,50.08784,2.79624,5.13883,NU-26,"Dortch et al., 2010, QR"
E32,Deshkit-2,85.40036,1.45474,7.26359,NU-1,"Dortch et al., 2010, QR"
E32,Deshkit-2,80.92519,1.71966,7.18579,NU-4,"Dortch et al., 2010, QR"
E32,Deshkit-2,70.36627,2.16039,6.14744,NU-20,"Dortch et al., 2010, QR"
E32,Deshkit-2,86.35165,2.52629,7.69782,NU-21,"Dortch et al., 2010, QR"
E32,Deshkit-2,87.02017,2.29449,7.65375,NU-23,"Dortch et al., 2010, QR"
E32,Deshkit-2,110.24671,2.64816,8.63092,NU-24,"Dortch et al., 2010, QR"
E33,Deshkit-3,116.55458,2.4009,9.15563,NU-13,"Dortch et al., 2010, QR"
E33,Deshkit-3,111.52334,3.6743,9.19746,NU-14,"Dortch et al., 2010, QR"
E33,Deshkit-3,35.89844,1.13072,2.74037,NU-15A,"Dortch et al., 2010, QR"
E33,Deshkit-3,38.21505,1.63034,3.1308,NU-15B,"Dortch et al., 2010, QR"
E33,Deshkit-3,161.96451,7.07435,15.94756,NU-16,"Dortch et al., 2010, QR"
E33,Deshkit-3,144.58901,3.63361,13.48494,NU-17,"Dortch et al., 2010, QR"
E33,Deshkit-3,109.75037,5.24069,9.68249,NU-18,"Dortch et al., 2010, QR"
E33,Deshkit-3,153.45487,13.45484,18.84829,NU-19,"Dortch et al., 2010, QR"
E33,Deshkit-3,120.46961,3.19196,9.48197,NU-27,"Dortch et al., 2010, QR"
E33,Deshkit-3,118.36153,2.47274,9.48921,NU-28,"Dortch et al., 2010, QR"
E33,Deshkit-3,139.05808,3.82995,12.78886,NU-29,"Dortch et al., 2010, QR"
E33,Deshkit-3,128.93623,2.87314,10.76773,NU-30,"Dortch et al., 2010, QR"
E41,PM1,113.92799,2.84705,9.08154,India-51,"Hedrick et al., 2011"
E41,PM1,48.82472,0.66589,4.15635,India-52,"Hedrick et al., 2011"
E41,PM1,54.19755,0.65868,4.66483,India-53,"Hedrick et al., 2011"
E41,PM1,36.25261,0.39766,2.53213,India-54,"Hedrick et al., 2011"
E41,PM1,41.53712,0.41415,2.77817,India-55,"Hedrick et al., 2011"
E42,PM0,127.12019,5.07209,11.34137,India-15,"Hedrick et al., 2011"
E42,PM0,124.07501,4.3037,10.47104,India-16,"Hedrick et al., 2011"
E42,PM0,104.77177,2.93392,8.00918,India-17,"Hedrick et al., 2011"
E42,PM0,117.53855,3.65062,9.67285,India-18,"Hedrick et al., 2011"
E42,PM0,162.95454,7.77263,16.72006,India-19,"Hedrick et al., 2011"
E42,PM0,117.19862,2.91032,9.36472,India-20,"Hedrick et al., 2011"
E51,KM1-KM3,68.59049,9.22022,10.77174,TM-1,"Hedrick et al., 2011"
E51,KM1-KM3,59.26813,3.15372,5.7303,TM-2,"Hedrick et al., 2011"
E51,KM1-KM3,88.70759,4.15093,8.37199,TM-3,"Hedrick et al., 2011"
E51,KM1-KM3,33.52055,3.80481,4.4801,TM-4,"Hedrick et al., 2011"
E51,KM1-KM3,73.23566,4.05995,7.26447,TM-6,"Hedrick et al., 2011"
E51,KM1-KM3,28.32104,1.1074,2.29056,TM-7,"Hedrick et al., 2011"
E51,KM1-KM3,22.24551,1.92308,2.50087,TM-8,"Hedrick et al., 2011"
E51,KM1-KM3,96.75559,2.19619,7.4136,TM-9,"Hedrick et al., 2011"
E51,KM1-KM3,25.11413,2.83811,3.33112,TM-10,"Hedrick et al., 2011"
E51,KM1-KM3,83.91317,2.75238,7.50133,TM-11,"Hedrick et al., 2011"
E51,KM1-KM3,16.04951,1.79932,2.16463,TM-12,"Hedrick et al., 2011"
E51,KM1-KM3,53.54371,4.97252,6.78598,TM-13,"Hedrick et al., 2011"
E51,KM1-KM3,14.22364,1.04177,1.47397,TM-14,"Hedrick et al., 2011"
E51,KM1-KM3,130.86047,4.90786,11.77388,TM-15,"Hedrick et al., 2011"
E51,KM1-KM3,75.04482,2.47095,6.72438,TM-16,"Hedrick et al., 2011"
E51,KM1-KM3,24.94463,1.55203,2.32817,TM-17,"Hedrick et al., 2011"
E52,KM0,296.87351,2.52882,23.21399,TM-18,"Hedrick et al., 2011"
E52,KM0,302.21542,3.83317,25.14265,TM-19,"Hedrick et al., 2011"
E52,KM0,191.86324,3.44979,13.09827,TM-20,"Hedrick et al., 2011"
F11,M1,40.65985,0.58493,2.68509,WG11,"Chevalier et al., 2005 Science"
F11,M1,39.58817,0.58792,2.72586,WG12,"Chevalier et al., 2005 Science"
F11,M1,44.14176,1.0291,3.34027,WG13,"Chevalier et al., 2005 Science"
F11,M1,22.29308,0.51033,1.67572,WG14,"Chevalier et al., 2005 Science"
F11,M1,47.29921,1.26489,4.25795,WG15,"Chevalier et al., 2005 Science"
F11,M1,22.11585,0.51153,1.65115,WG16,"Chevalier et al., 2005 Science"
F11,M1,40.52874,0.99427,2.79465,WG17,"Chevalier et al., 2005 Science"
F11,M1,42.14418,0.96631,3.01177,WG18,"Chevalier et al., 2005 Science"
F11,M1,37.52921,0.72149,2.67628,WG19,"Chevalier et al., 2005 Science"
F12,M2W,166.94038,2.31764,14.34024,WG20,"Chevalier et al., 2005 Science"
F12,M2W,147.076,3.35597,13.67875,WG21,"Chevalier et al., 2005 Science"
F12,M2W,107.43152,1.77411,8.08147,WG22,"Chevalier et al., 2005 Science"
F12,M2W,143.73695,1.45013,13.06472,WG23,"Chevalier et al., 2005 Science"
F12,M2W,187.38353,2.06913,12.40383,WG24,"Chevalier et al., 2005 Science"
F12,M2W,145.26216,2.11013,13.42959,WG25,"Chevalier et al., 2005 Science"
F12,M2W,118.60474,1.52573,9.31053,WG26,"Chevalier et al., 2005 Science"
F12,M2W,141.13489,2.97097,12.96578,WG27,"Chevalier et al., 2005 Science"
F13,M2E,182.00269,2.75699,13.43432,WG1,"Chevalier et al., 2005 Science"
F13,M2E,208.41072,1.61283,16.85868,WG2,"Chevalier et al., 2005 Science"
F13,M2E,322.22766,3.93037,27.75893,WG3,"Chevalier et al., 2005 Science"
F13,M2E,261.68463,4.66754,22.99713,WG4,"Chevalier et al., 2005 Science"
F13,M2E,185.91443,2.08991,12.73105,WG5,"Chevalier et al., 2005 Science"
F13,M2E,149.64487,4.25617,14.02404,WG6,"Chevalier et al., 2005 Science"
F13,M2E,312.43509,2.4954,26.70236,WG7,"Chevalier et al., 2005 Science"
F13,M2E,155.10916,2.83443,13.73377,WG8,"Chevalier et al., 2005 Science"
F13,M2E,137.54442,1.38116,12.05847,WG9,"Chevalier et al., 2005 Science"
F13,M2E,189.5217,1.31862,12.17948,WG10,"Chevalier et al., 2005 Science"
F21,M2,17.19651,0.42577,1.32987,CK-50,"Chevalier et al., 2011"
F21,M2,91.00551,1.55991,7.26496,CK-52,"Chevalier et al., 2011"
F21,M2,66.01351,1.29552,5.23763,CK-53,"Chevalier et al., 2011"
F21,M2,53.96281,1.37019,4.81772,CK-54,"Chevalier et al., 2011"
F21,M2,38.24382,0.66648,2.71145,CK-55,"Chevalier et al., 2011"
F21,M2,45.95842,1.14764,3.82691,CK-56,"Chevalier et al., 2011"
F21,M2,72.71803,1.54753,6.17106,CK-57,"Chevalier et al., 2011"
F21,M2,25.17643,0.6066,1.85239,CK-58,"Chevalier et al., 2011"
F21,M2,37.22369,1.19095,2.83139,CK-60,"Chevalier et al., 2011"
F21,M2,75.31007,2.15265,6.64672,CK-61,"Chevalier et al., 2011"
F21,M2,69.4969,2.80951,6.36156,CK-63,"Chevalier et al., 2011"
F22,M3,124.32441,2.41703,9.95479,CK-40,"Chevalier et al., 2011"
F22,M3,114.31773,2.48776,8.94454,CK-43,"Chevalier et al., 2011"
F22,M3,165.15907,3.74339,15.01138,CK-44,"Chevalier et al., 2011"
F22,M3,136.47987,2.96291,12.04112,CK-45,"Chevalier et al., 2011"
F22,M3,178.09596,2.11306,14.37792,CK-46,"Chevalier et al., 2011"
F22,M3,107.66061,1.46646,8.08041,CK-47,"Chevalier et al., 2011"
F22,M3,139.70363,4.48749,13.267,CK-48,"Chevalier et al., 2011"
F31,M4,57.79406,0.78994,4.7639,Na75,"Owen et al., 2010, QSR"
F31,M4,58.25739,1.41227,4.9457,Na76,"Owen et al., 2010, QSR"
F31,M4,44.92452,0.66269,3.38729,Na78,"Owen et al., 2010, QSR"
F31,M4,39.45807,0.66832,2.72408,Na79,"Owen et al., 2010, QSR"
F31,M4,47.21664,0.84751,4.16476,Na80,"Owen et al., 2010, QSR"
F41,M4a,54.02992,1.11937,4.79206,Na96,"Owen et al., 2010, QSR"
F41,M4a,57.48405,1.43191,4.88204,Na97,"Owen et al., 2010, QSR"
F51,M4a-M4c,40.59447,0.76786,2.69937,Na24,"Owen et al., 2010, QSR"
F51,M4a-M4c,44.12841,0.79266,3.26118,Na25,"Owen et al., 2010, QSR"
F51,M4a-M4c,48.91275,1.79495,4.51564,Na26,"Owen et al., 2010, QSR"
F51,M4a-M4c,25.40713,0.40818,1.79499,Na27,"Owen et al., 2010, QSR"
F51,M4a-M4c,44.26514,0.80202,3.28906,Na28,"Owen et al., 2010, QSR"
F51,M4a-M4c,38.27781,0.5799,2.67245,Na29,"Owen et al., 2010, QSR"
F51,M4a-M4c,45.86291,0.82239,3.70263,Na30,"Owen et al., 2010, QSR"
F51,M4a-M4c,49.01405,0.75966,4.22927,Na31,"Owen et al., 2010, QSR"
F51,M4a-M4c,42.1045,0.78733,2.93498,Na32,"Owen et al., 2010, QSR"
F51,M4a-M4c,47.38714,0.9042,4.20294,Na33,"Owen et al., 2010, QSR"
F51,M4a-M4c,41.29281,0.82704,2.78237,Na34,"Owen et al., 2010, QSR"
F51,M4a-M4c,30.49203,0.70133,2.2831,Na10,"Owen et al., 2010, QSR"
F51,M4a-M4c,30.53688,0.69444,2.28023,Na11,"Owen et al., 2010, QSR"
F51,M4a-M4c,58.4245,1.4136,4.95794,Na12,"Owen et al., 2010, QSR"
F51,M4a-M4c,20.07436,0.42262,1.33421,Na13,"Owen et al., 2010, QSR"
F51,M4a-M4c,11.16283,0.25181,0.94436,Na14,"Owen et al., 2010, QSR"
F51,M4a-M4c,54.24247,1.13673,4.79113,Na15,"Owen et al., 2010, QSR"
F52,M3,49.59169,1.30798,4.48917,Na35,"Owen et al., 2010, QSR"
F52,M3,30.98321,0.65891,2.29713,Na36,"Owen et al., 2010, QSR"
F52,M3,32.9201,0.72898,2.43703,Na37,"Owen et al., 2010, QSR"
F52,M3,68.14996,1.44778,5.67196,Na38,"Owen et al., 2010, QSR"
F52,M3,58.41927,1.43216,4.96315,Na39,"Owen et al., 2010, QSR"
F52,M3,68.69481,1.45555,5.77239,Na40,"Owen et al., 2010, QSR"
F53,M2,75.93732,1.17612,6.50092,Na41,"Owen et al., 2010, QSR"
F53,M2,113.30663,2.267,8.87142,Na42,"Owen et al., 2010, QSR"
F53,M2,95.56752,1.34961,7.13531,Na43,"Owen et al., 2010, QSR"
F53,M2,72.99617,1.53114,6.21104,Na45,"Owen et al., 2010, QSR"
F53,M2,65.90742,1.37337,5.20299,Na46,"Owen et al., 2010, QSR"
F53,M2,80.42986,1.77582,7.33604,Na47,"Owen et al., 2010, QSR"
F54,M1a-M1c,350.815,5.16055,35.91326,Na18,"Owen et al., 2010, QSR"
F54,M1a-M1c,405.45557,4.59943,33.86994,Na19A,"Owen et al., 2010, QSR"
F54,M1a-M1c,328.88678,3.37699,29.47417,Na19B,"Owen et al., 2010, QSR"
F54,M1a-M1c,119.46805,1.40504,9.2157,Na20,"Owen et al., 2010, QSR"
F54,M1a-M1c,517.63855,4.63355,46.74921,Na21,"Owen et al., 2010, QSR"
F54,M1a-M1c,465.49756,4.86465,45.2515,Na22,"Owen et al., 2010, QSR"
F54,M1a-M1c,368.75589,4.17507,38.06058,Na23A,"Owen et al., 2010, QSR"
F54,M1a-M1c,295.5827,2.96122,22.67369,Na23B,"Owen et al., 2010, QSR"
F54,M1a-M1c,483.29242,8.56241,48.46573,Na1,"Owen et al., 2010, QSR"
F54,M1a-M1c,331.00024,5.9275,30.15751,Na2,"Owen et al., 2010, QSR"
F54,M1a-M1c,245.76321,3.07689,21.07117,Na3A,"Owen et al., 2010, QSR"
F54,M1a-M1c,239.46919,2.58293,21.83848,Na3B,"Owen et al., 2010, QSR"
F54,M1a-M1c,450.55917,5.65551,41.61599,Na4,"Owen et al., 2010, QSR"
F54,M1a-M1c,177.97748,2.65765,14.39379,Na5,"Owen et al., 2010, QSR"
F54,M1a-M1c,294.30182,2.99845,22.68624,Na6,"Owen et al., 2010, QSR"
F54,M1a-M1c,492.16843,4.64488,41.58439,Na7,"Owen et al., 2010, QSR"
F54,M1a-M1c,129.85489,1.56267,10.53824,Na8,"Owen et al., 2010, QSR"
F54,M1a-M1c,84.09038,2.12608,7.30404,Na82,"Owen et al., 2010, QSR"
F54,M1a-M1c,131.29437,1.86435,10.98917,Na83,"Owen et al., 2010, QSR"
F54,M1a-M1c,199.98892,3.07323,16.70479,Na84,"Owen et al., 2010, QSR"
F54,M1a-M1c,173.95123,2.52772,15.22185,Na85,"Owen et al., 2010, QSR"
F54,M1a-M1c,330.23746,2.89776,29.72308,Na86,"Owen et al., 2010, QSR"
F54,M1a-M1c,230.90968,3.47277,21.94999,Na87,"Owen et al., 2010, QSR"
F61,M1W (M4a),20.90156,0.50281,1.43792,KC2-39,"Chevalier et al., 2011"
F61,M1W (M4a),24.9926,0.7475,1.86749,KC2-40,"Chevalier et al., 2011"
F61,M1W (M4a),22.36653,0.70244,1.74067,KC2-44,"Chevalier et al., 2011"
F62,M1E (M4a),51.61818,1.42046,4.77309,KC2-45,"Chevalier et al., 2011"
F62,M1E (M4a),44.13775,1.50228,3.50323,KC2-46,"Chevalier et al., 2011"
F62,M1E (M4a),21.86676,0.49422,1.58745,KC2-47,"Chevalier et al., 2011"
F62,M1E (M4a),34.33703,0.71726,2.44637,KC2-48,"Chevalier et al., 2011"
F62,M1E (M4a),25.35576,0.5746,1.83457,KC2-49,"Chevalier et al., 2011"
F62,M1E (M4a),32.07157,0.71937,2.38527,KC2-50,"Chevalier et al., 2011"
F63,M2,105.31725,2.05778,7.61576,KC2-51,"Chevalier et al., 2011"
F63,M2,52.33285,1.42995,4.82415,KC2-52,"Chevalier et al., 2011"
F63,M2,92.6731,2.99942,7.65476,KC2-53,"Chevalier et al., 2011"
F63,M2,88.68288,1.98591,7.54715,KC2-54,"Chevalier et al., 2011"
F63,M2,67.18178,1.24812,5.44842,KC2-55,"Chevalier et al., 2011"
F63,M2,79.07267,3.8166,7.90747,KC2-56,"Chevalier et al., 2011"
F63,M2,30.9464,0.71638,2.31084,KC2-57,"Chevalier et al., 2011"
F63,M2,60.5979,1.24501,4.82308,KC2-58,"Chevalier et al., 2011"
F63,M2,32.16994,0.7391,2.39774,KC2-59,"Chevalier et al., 2011"
F71,WXS-Aqu,43.17489,0.66035,3.07154,Zi-85,"Chevalier et al., 2011"
F71,WXS-Aqu,41.29627,0.5898,2.72927,Zi-86,"Chevalier et al., 2011"
F71,WXS-Aqu,38.37533,1.0456,2.82257,Zi-87,"Chevalier et al., 2011"
F71,WXS-Aqu,55.23797,0.99421,4.68264,Zi-88,"Chevalier et al., 2011"
F71,WXS-Aqu,42.50253,0.78178,3.01316,Zi-89,"Chevalier et al., 2011"
F71,WXS-Aqu,37.18227,1.10508,2.78127,Zi-90,"Chevalier et al., 2011"
F71,WXS-Aqu,41.84094,0.77831,2.87533,Zi91,"Chevalier et al., 2011"
F71,WXS-Aqu,39.55151,1.41246,2.99533,Zi-92,"Chevalier et al., 2011"
F71,WXS-Aqu,23.67667,0.44204,1.75877,Zi-93,"Chevalier et al., 2011"
F71,WXS-Aqu,45.50102,2.25381,4.15383,Zi-94,"Chevalier et al., 2011"
F71,WXS-Aqu,51.66731,1.04579,4.65692,Zi95,"Chevalier et al., 2011"
F71,WXS-Aqu,48.39412,2.62293,4.85759,Zi-96,"Chevalier et al., 2011"
F71,WXS-Aqu,24.90907,1.03514,2.00122,Zi-98,"Chevalier et al., 2011"
F71,WXS-Aqu,19.22896,0.36472,1.32514,Zi-99,"Chevalier et al., 2011"
F71,WXS-Aqu,34.42933,0.65061,2.43086,KC2-75,"Chevalier et al., 2011"
F71,WXS-Aqu,40.55179,0.57252,2.65163,KC2-76,"Chevalier et al., 2011"
F71,WXS-Aqu,24.76219,0.61024,1.81637,KC2-77,"Chevalier et al., 2011"
F71,WXS-Aqu,35.40379,0.53194,2.43291,KC2-80,"Chevalier et al., 2011"
F71,WXS-Aqu,27.39638,0.58657,1.99329,KC2-82,"Chevalier et al., 2011"
F71,WXS-Aqu,24.30272,0.76207,1.86911,KC2-83,"Chevalier et al., 2011"
F81,M3,24.77009,0.18256,1.75051,MK-1,"Amidon et al., 2013"
F81,M3,62.51308,0.9376,4.81868,MK-3,"Amidon et al., 2013"
F81,M3,52.89136,0.52779,4.60399,MK-4,"Amidon et al., 2013"
F81,M3,53.01479,0.84064,4.65996,MK-5,"Amidon et al., 2013"
F81,M3,62.98869,0.56101,4.78668,MK-8,"Amidon et al., 2013"
F81,M3,45.46912,0.58634,3.54949,MK-9,"Amidon et al., 2013"
F81,M3,83.61052,1.03951,7.06311,MK-11,"Amidon et al., 2013"
F82,M2,81.43851,0.97717,7.09209,MK-18,"Amidon et al., 2013"
F82,M2,82.28507,0.64735,7.00783,MK-19,"Amidon et al., 2013"
F83,M1,114.02766,0.74918,8.66625,MK-22,"Amidon et al., 2013"
