group,groupName,Age,intErr,extErr,sample,reference
E12,Kar,121.05855,2.01411,9.9436,I-32,"Owen et al., 2006, GSAB"
E12,Kar,168.66031,2.79371,16.82657,I-33,"Owen et al., 2006, GSAB"
E12,Kar,47.75644,0.81539,4.28668,I-34,"Owen et al., 2006, GSAB"
E12,Kar,70.64183,1.90694,6.41536,I-68,"Owen et al., 2006, GSAB"
E12,Kar,121.93117,2.56064,10.09212,I-69,"Owen et al., 2006, GSAB"
E12,Kar,62.82472,1.15608,5.11747,I-79,"Owen et al., 2006, GSAB"
E12,Kar,23.61399,0.34529,1.79395,I-82,"Owen et al., 2006, GSAB"
E13,Leh,196.31169,3.06559,16.50975,I-01,"Owen et al., 2006, GSAB"
E13,Leh,100.77087,1.54744,8.37751,I-02,"Owen et al., 2006, GSAB"
E13,Leh,194.2661,3.43543,15.95196,I-03,"Owen et al., 2006, GSAB"
E13,Leh,123.20512,3.11471,10.59531,I-04,"Owen et al., 2006, GSAB"
E13,Leh,344.34354,7.84747,43.49034,I-05,"Owen et al., 2006, GSAB"
E13,Leh,200.7453,4.41642,20.25524,I-08a,"Owen et al., 2006, GSAB"
E13,Leh,285.2164,6.08631,29.98252,I-08b,"Owen et al., 2006, GSAB"
E13,Leh,219.97685,3.81392,22.37547,I-09,"Owen et al., 2006, GSAB"
E13,Leh,127.6981,2.01473,11.4923,I-11,"Owen et al., 2006, GSAB"
E13,Leh,299.70956,10.00699,32.40106,I-12,"Owen et al., 2006, GSAB"
E13,Leh,300.97357,7.7819,32.26643,I-13,"Owen et al., 2006, GSAB"
E13,Leh,217.28195,3.75802,21.97797,I-14,"Owen et al., 2006, GSAB"
E13,Leh,370.54511,14.91596,52.95992,I-15,"Owen et al., 2006, GSAB"
E13,Leh,256.28412,4.02721,27.58664,I-16,"Owen et al., 2006, GSAB"
E13,Leh,430.73438,9.40434,62.00689,I-17,"Owen et al., 2006, GSAB"
E13,Leh,244.19505,4.86712,25.04154,I-19,"Owen et al., 2006, GSAB"
E13,Leh,237.44249,4.81062,26.30054,I-20,"Owen et al., 2006, GSAB"
E13,Leh,195.96776,3.13804,16.43126,I-21,"Owen et al., 2006, GSAB"
E13,Leh,187.60931,2.66528,15.05995,I-22,"Owen et al., 2006, GSAB"
E13,Leh,206.47063,3.74615,20.49766,I-23,"Owen et al., 2006, GSAB"
E13,Leh,181.8385,2.87086,15.97276,I-24,"Owen et al., 2006, GSAB"
E13,Leh,144.3671,3.00066,14.88014,I-26,"Owen et al., 2006, GSAB"
E13,Leh,191.48096,2.87967,15.40434,I-27,"Owen et al., 2006, GSAB"
E13,Leh,297.29077,5.88854,30.50572,I-28,"Owen et al., 2006, GSAB"
E13,Leh,128.3307,2.13042,11.62517,I-29,"Owen et al., 2006, GSAB"
E13,Leh,203.86906,6.10283,21.52329,I-30,"Owen et al., 2006, GSAB"
E13,Leh,295.36667,5.16001,29.8781,I-36,"Owen et al., 2006, GSAB"
E13,Leh,194.46223,3.52867,16.03058,I-37,"Owen et al., 2006, GSAB"
E13,Leh,149.12262,2.47786,15.27459,I-44,"Owen et al., 2006, GSAB"
E13,Leh,166.32138,3.19017,16.67838,I-45,"Owen et al., 2006, GSAB"
E13,Leh,182.81096,3.24943,15.7235,I-46,"Owen et al., 2006, GSAB"
E13,Leh,411.42221,10.80708,52.17691,I-47,"Owen et al., 2006, GSAB"
E13,Leh,140.44243,3.02475,14.29716,I-48,"Owen et al., 2006, GSAB"
E14,Indus,552.25922,13.45052,76.10371,I-38,"Owen et al., 2006, GSAB"
E14,Indus,371.02463,8.48551,51.61572,I-39,"Owen et al., 2006, GSAB"
E14,Indus,309.17819,7.47324,35.03244,I-40,"Owen et al., 2006, GSAB"
E14,Indus,539.91901,12.57338,70.57489,I-41,"Owen et al., 2006, GSAB"
E14,Indus,876.22461,36.1059,173.33591,I-42,"Owen et al., 2006, GSAB"
E14,Indus,169.6098,2.93148,17.31223,I-43,"Owen et al., 2006, GSAB"
E21,Ladakh-2,20.79562,0.44092,1.45808,Chang-15,"Dortch et al., 2013"
E21,Ladakh-2,33.94944,0.44288,2.48275,Chang-17,"Dortch et al., 2013"
E21,Ladakh-2,44.72261,2.39663,4.17521,LDK-43,"Dortch et al., 2013"
E21,Ladakh-2,23.16321,0.54038,1.8218,LDK-45,"Dortch et al., 2013"
E21,Ladakh-2,22.85978,0.49865,1.78585,LDK-46,"Dortch et al., 2013"
E21,Ladakh-2,22.49799,0.61141,1.78382,LDK-47,"Dortch et al., 2013"
E21,Ladakh-2,25.01896,0.58302,1.87285,LDK-205B,"Dortch et al., 2013"
E21,Ladakh-2,27.31162,0.69104,2.08661,LDK-208B,"Dortch et al., 2013"
E21,Ladakh-2,35.90909,0.86849,2.69092,LDK-209,"Dortch et al., 2013"
E21,Ladakh-2,24.49839,0.47129,1.83597,LDK-210,"Dortch et al., 2013"
E22,Ladakh-4,89.80364,2.83383,8.26636,LDK-48,"Dortch et al., 2013"
E22,Ladakh-4,24.14574,0.69414,1.90223,Pang-35,"Dortch et al., 2013"
E22,Ladakh-4,30.93637,0.65916,2.3825,Pang-36,"Dortch et al., 2013"
E22,Ladakh-4,24.56405,1.03679,2.05292,Pang-37,"Dortch et al., 2013"
E22,Ladakh-4,26.2079,0.42395,1.97803,Pang-38,"Dortch et al., 2013"
E22,Ladakh-4,45.18211,1.02296,3.67971,Pang-39,"Dortch et al., 2013"
E22,Ladakh-4,40.87824,1.24558,3.03979,Pang-40,"Dortch et al., 2013"
E22,Ladakh-4,35.24781,0.47536,2.52552,LDK-50,"Dortch et al., 2013"
E22,Ladakh-4,25.34777,0.7755,1.97141,LDK-51,"Dortch et al., 2013"
E22,Ladakh-4,64.92003,2.47379,5.70394,LDK-52,"Dortch et al., 2013"
E22,Ladakh-4,78.89539,2.42842,7.60823,LDK-53,"Dortch et al., 2013"
E22,Ladakh-4,91.76512,2.211,7.98717,LDK-34,"Dortch et al., 2013"
E22,Ladakh-4,75.24812,2.89021,7.25737,LDK-35,"Dortch et al., 2013"
E22,Ladakh-4,90.23154,1.60022,7.88238,LDK-205A,"Dortch et al., 2013"
E22,Ladakh-4,72.31631,2.71556,6.85709,LDK-208A,"Dortch et al., 2013"
E23,Pangong-2,36.72088,8.24079,8.65027,Pang-16,"Dortch et al., 2013"
E23,Pangong-2,80.76858,2.1252,7.78445,Pang-17,"Dortch et al., 2013"
E23,Pangong-2,56.20997,3.09428,5.73784,Pang-18,"Dortch et al., 2013"
E23,Pangong-2,59.21367,1.41971,5.21377,Pang-19,"Dortch et al., 2013"
E23,Pangong-2,31.57542,1.49706,2.77115,Pang-20,"Dortch et al., 2013"
E23,Pangong-2,58.16723,1.37739,5.14442,Pang-21,"Dortch et al., 2013"
E23,Pangong-2,95.05855,2.00165,7.88273,Pang-22,"Dortch et al., 2013"
E23,Pangong-2,67.57565,1.59649,5.92247,Pang-23,"Dortch et al., 2013"
E31,Deshkit-1,70.64312,3.75851,7.17283,NU-2,"Dortch et al., 2010, QR"
E31,Deshkit-1,49.27379,2.12175,4.80476,NU-3,"Dortch et al., 2010, QR"
E31,Deshkit-1,49.81913,3.16453,5.4395,NU-5,"Dortch et al., 2010, QR"
E31,Deshkit-1,44.28103,2.11721,3.96822,NU-6,"Dortch et al., 2010, QR"
E31,Deshkit-1,65.05451,1.37568,5.34126,NU-7,"Dortch et al., 2010, QR"
E31,Deshkit-1,48.55109,1.30681,4.40227,NU-8,"Dortch et al., 2010, QR"
E31,Deshkit-1,27.39796,1.00943,2.22865,NU-9,"Dortch et al., 2010, QR"
E31,Deshkit-1,49.73557,1.72424,4.72731,NU-10,"Dortch et al., 2010, QR"
E31,Deshkit-1,30.6194,1.22582,2.58744,NU-11,"Dortch et al., 2010, QR"
E31,Deshkit-1,34.23612,1.12683,2.71341,NU-12,"Dortch et al., 2010, QR"
E31,Deshkit-1,48.24303,1.76182,4.54411,NU-25,"Dortch et al., 2010, QR"
E31,Deshkit-1,52.54937,3.04365,5.60401,NU-26,"Dortch et al., 2010, QR"
E32,Deshkit-2,92.16191,1.53597,7.83098,NU-1,"Dortch et al., 2010, QR"
E32,Deshkit-2,87.21002,1.92764,8.08415,NU-4,"Dortch et al., 2010, QR"
E32,Deshkit-2,75.01558,2.49168,7.06156,NU-20,"Dortch et al., 2010, QR"
E32,Deshkit-2,93.16726,2.64141,8.10425,NU-21,"Dortch et al., 2010, QR"
E32,Deshkit-2,93.86591,2.41093,8.01218,NU-23,"Dortch et al., 2010, QR"
E32,Deshkit-2,121.18847,3.12529,10.27532,NU-24,"Dortch et al., 2010, QR"
E33,Deshkit-3,129.13113,3.1411,11.95727,NU-13,"Dortch et al., 2010, QR"
E33,Deshkit-3,122.68875,4.4951,10.93925,NU-14,"Dortch et al., 2010, QR"
E33,Deshkit-3,36.91494,1.20251,2.92555,NU-15A,"Dortch et al., 2010, QR"
E33,Deshkit-3,39.36667,1.69602,3.28542,NU-15B,"Dortch et al., 2010, QR"
E33,Deshkit-3,188.2818,7.21767,16.53138,NU-16,"Dortch et al., 2010, QR"
E33,Deshkit-3,167.29172,4.72928,16.88164,NU-17,"Dortch et al., 2010, QR"
E33,Deshkit-3,120.5807,6.18695,11.62764,NU-18,"Dortch et al., 2010, QR"
E33,Deshkit-3,178.75955,16.29085,23.17003,NU-19,"Dortch et al., 2010, QR"
E33,Deshkit-3,134.3437,4.60266,13.05028,NU-27,"Dortch et al., 2010, QR"
E33,Deshkit-3,131.5063,3.27847,12.5257,NU-28,"Dortch et al., 2010, QR"
E33,Deshkit-3,160.1238,5.05118,16.53668,NU-29,"Dortch et al., 2010, QR"
E33,Deshkit-3,146.47385,4.09605,15.28137,NU-30,"Dortch et al., 2010, QR"
E41,PM1,125.66441,3.72897,11.73871,India-51,"Hedrick et al., 2011"
E41,PM1,51.194,0.74461,4.70474,India-52,"Hedrick et al., 2011"
E41,PM1,56.95205,0.70361,4.91721,India-53,"Hedrick et al., 2011"
E41,PM1,37.28277,0.42007,2.69472,India-54,"Hedrick et al., 2011"
E41,PM1,42.89556,0.46116,3.12902,India-55,"Hedrick et al., 2011"
E42,PM0,144.01428,7.29246,16.3148,India-15,"Hedrick et al., 2011"
E42,PM0,139.67998,6.07057,15.19643,India-16,"Hedrick et al., 2011"
E42,PM0,114.3447,3.71416,10.14721,India-17,"Hedrick et al., 2011"
E42,PM0,130.41333,4.84487,12.72707,India-18,"Hedrick et al., 2011"
E42,PM0,189.18588,7.79354,16.40505,India-19,"Hedrick et al., 2011"
E42,PM0,129.96109,3.85569,12.28756,India-20,"Hedrick et al., 2011"
E51,KM1-KM3,73.01506,10.49507,12.27743,TM-1,"Hedrick et al., 2011"
E51,KM1-KM3,62.33392,3.31884,5.95951,TM-2,"Hedrick et al., 2011"
E51,KM1-KM3,95.63525,4.41793,8.81486,TM-3,"Hedrick et al., 2011"
E51,KM1-KM3,34.39734,3.90834,4.60182,TM-4,"Hedrick et al., 2011"
E51,KM1-KM3,78.39147,4.87383,8.60846,TM-6,"Hedrick et al., 2011"
E51,KM1-KM3,28.96114,1.17028,2.41874,TM-7,"Hedrick et al., 2011"
E51,KM1-KM3,22.64353,2.01196,2.62026,TM-8,"Hedrick et al., 2011"
E51,KM1-KM3,104.74072,2.50515,8.48693,TM-9,"Hedrick et al., 2011"
E51,KM1-KM3,25.60589,3.01053,3.5301,TM-10,"Hedrick et al., 2011"
E51,KM1-KM3,90.57627,3.00341,8.24101,TM-11,"Hedrick et al., 2011"
E51,KM1-KM3,16.25879,1.82733,2.20674,TM-12,"Hedrick et al., 2011"
E51,KM1-KM3,56.2626,5.23645,7.13063,TM-13,"Hedrick et al., 2011"
E51,KM1-KM3,14.38165,1.05968,1.50431,TM-14,"Hedrick et al., 2011"
E51,KM1-KM3,149.36862,6.57269,16.52025,TM-15,"Hedrick et al., 2011"
E51,KM1-KM3,80.56369,2.93547,8.05943,TM-16,"Hedrick et al., 2011"
E51,KM1-KM3,25.42687,1.6387,2.4417,TM-17,"Hedrick et al., 2011"
E52,KM0,424.9484,6.58358,60.85688,TM-18,"Hedrick et al., 2011"
E52,KM0,438.78827,9.25089,64.39572,TM-19,"Hedrick et al., 2011"
E52,KM0,231.91495,6.9457,27.09135,TM-20,"Hedrick et al., 2011"
F11,M1,41.90074,0.65657,2.97485,WG11,"Chevalier et al., 2005 Science"
F11,M1,40.75,0.61318,2.77336,WG12,"Chevalier et al., 2005 Science"
F11,M1,45.84314,1.24237,3.93765,WG13,"Chevalier et al., 2005 Science"
F11,M1,22.69195,0.53331,1.7597,WG14,"Chevalier et al., 2005 Science"
F11,M1,49.48946,1.40465,4.62609,WG15,"Chevalier et al., 2005 Science"
F11,M1,22.50624,0.53606,1.73719,WG16,"Chevalier et al., 2005 Science"
F11,M1,41.75418,1.11276,3.06722,WG17,"Chevalier et al., 2005 Science"
F11,M1,43.56641,1.07495,3.35566,WG18,"Chevalier et al., 2005 Science"
F11,M1,38.6275,0.7644,2.83296,WG19,"Chevalier et al., 2005 Science"
F12,M2W,193.15573,2.44436,15.12704,WG20,"Chevalier et al., 2005 Science"
F12,M2W,170.8347,4.37247,17.97463,WG21,"Chevalier et al., 2005 Science"
F12,M2W,117.67411,2.24048,10.12128,WG22,"Chevalier et al., 2005 Science"
F12,M2W,166.54562,1.81801,16.49465,WG23,"Chevalier et al., 2005 Science"
F12,M2W,222.59587,4.21636,22.99128,WG24,"Chevalier et al., 2005 Science"
F12,M2W,168.45081,2.77618,16.77785,WG25,"Chevalier et al., 2005 Science"
F12,M2W,131.78392,2.04205,12.34954,WG26,"Chevalier et al., 2005 Science"
F12,M2W,163.19986,3.89368,17.51979,WG27,"Chevalier et al., 2005 Science"
F13,M2E,213.19922,4.58152,21.62214,WG1,"Chevalier et al., 2005 Science"
F13,M2E,260.32971,2.59649,28.21942,WG2,"Chevalier et al., 2005 Science"
F13,M2E,489.63797,9.20329,67.62374,WG3,"Chevalier et al., 2005 Science"
F13,M2E,345.50989,10.03514,44.93644,WG4,"Chevalier et al., 2005 Science"
F13,M2E,219.88548,3.8684,22.40988,WG5,"Chevalier et al., 2005 Science"
F13,M2E,174.16135,5.49556,18.1314,WG6,"Chevalier et al., 2005 Science"
F13,M2E,463.9751,6.64733,66.09707,WG7,"Chevalier et al., 2005 Science"
F13,M2E,180.93843,3.13276,16.27705,WG8,"Chevalier et al., 2005 Science"
F13,M2E,158.46936,1.77343,15.96482,WG9,"Chevalier et al., 2005 Science"
F13,M2E,226.98517,2.74248,25.43453,WG10,"Chevalier et al., 2005 Science"
F21,M2,17.42807,0.44083,1.36068,CK-50,"Chevalier et al., 2011"
F21,M2,98.10738,1.75653,8.00587,CK-52,"Chevalier et al., 2011"
F21,M2,70.0232,1.52659,6.26821,CK-53,"Chevalier et al., 2011"
F21,M2,56.70428,1.44908,5.06676,CK-54,"Chevalier et al., 2011"
F21,M2,39.38354,0.68705,2.85011,CK-55,"Chevalier et al., 2011"
F21,M2,48.02043,1.26889,4.40962,CK-56,"Chevalier et al., 2011"
F21,M2,77.78174,1.83521,7.20642,CK-57,"Chevalier et al., 2011"
F21,M2,25.67067,0.64294,1.95708,CK-58,"Chevalier et al., 2011"
F21,M2,38.30661,1.25913,2.99621,CK-60,"Chevalier et al., 2011"
F21,M2,80.88607,2.53799,7.95552,CK-61,"Chevalier et al., 2011"
F21,M2,74.04325,3.2353,7.26594,CK-63,"Chevalier et al., 2011"
F22,M3,140.00876,3.42056,14.44771,CK-40,"Chevalier et al., 2011"
F22,M3,126.15695,3.27035,11.60656,CK-43,"Chevalier et al., 2011"
F22,M3,191.34049,3.98023,15.13661,CK-44,"Chevalier et al., 2011"
F22,M3,156.99794,3.90442,16.06873,CK-45,"Chevalier et al., 2011"
F22,M3,207.34184,3.07878,20.25907,CK-46,"Chevalier et al., 2011"
F22,M3,117.9649,1.84868,10.11775,CK-47,"Chevalier et al., 2011"
F22,M3,161.20029,6.07229,17.1411,CK-48,"Chevalier et al., 2011"
F31,M4,60.80553,0.8102,4.95145,Na75,"Owen et al., 2010, QSR"
F31,M4,61.27988,1.44805,5.08489,Na76,"Owen et al., 2010, QSR"
F31,M4,46.80344,0.81854,4.19787,Na78,"Owen et al., 2010, QSR"
F31,M4,40.60646,0.68506,2.75212,Na79,"Owen et al., 2010, QSR"
F31,M4,49.41864,0.94083,4.5105,Na80,"Owen et al., 2010, QSR"
F41,M4a,56.7936,1.17948,5.00801,Na96,"Owen et al., 2010, QSR"
F41,M4a,60.48363,1.47875,5.11851,Na97,"Owen et al., 2010, QSR"
F51,M4a-M4c,41.81613,0.86559,2.97775,Na24,"Owen et al., 2010, QSR"
F51,M4a-M4c,45.82541,0.9603,3.84374,Na25,"Owen et al., 2010, QSR"
F51,M4a-M4c,51.33621,2.01291,5.13126,Na26,"Owen et al., 2010, QSR"
F51,M4a-M4c,25.91032,0.43238,1.9049,Na27,"Owen et al., 2010, QSR"
F51,M4a-M4c,45.9897,0.98046,3.91652,Na28,"Owen et al., 2010, QSR"
F51,M4a-M4c,39.41145,0.59491,2.7931,Na29,"Owen et al., 2010, QSR"
F51,M4a-M4c,47.93574,0.92106,4.35466,Na30,"Owen et al., 2010, QSR"
F51,M4a-M4c,51.45013,0.84839,4.80373,Na31,"Owen et al., 2010, QSR"
F51,M4a-M4c,43.51756,0.8789,3.27404,Na32,"Owen et al., 2010, QSR"
F51,M4a-M4c,49.60648,1.01352,4.57858,Na33,"Owen et al., 2010, QSR"
F51,M4a-M4c,42.60609,0.9345,3.15691,Na34,"Owen et al., 2010, QSR"
F51,M4a-M4c,31.23588,0.73601,2.38753,Na10,"Owen et al., 2010, QSR"
F51,M4a-M4c,31.28403,0.72664,2.38657,Na11,"Owen et al., 2010, QSR"
F51,M4a-M4c,61.44962,1.44887,5.08238,Na12,"Owen et al., 2010, QSR"
F51,M4a-M4c,20.35174,0.43804,1.37016,Na13,"Owen et al., 2010, QSR"
F51,M4a-M4c,11.26943,0.25429,0.95345,Na14,"Owen et al., 2010, QSR"
F51,M4a-M4c,57.01639,1.20657,5.01442,Na15,"Owen et al., 2010, QSR"
F52,M3,52.09387,1.42998,4.99069,Na35,"Owen et al., 2010, QSR"
F52,M3,31.75132,0.69267,2.41016,Na36,"Owen et al., 2010, QSR"
F52,M3,33.77586,0.75069,2.52192,Na37,"Owen et al., 2010, QSR"
F52,M3,72.52801,1.65466,6.5393,Na38,"Owen et al., 2010, QSR"
F52,M3,61.44333,1.46773,5.08723,Na39,"Owen et al., 2010, QSR"
F52,M3,73.15047,1.66228,6.60807,Na40,"Owen et al., 2010, QSR"
F53,M2,81.69235,1.36394,7.7382,Na41,"Owen et al., 2010, QSR"
F53,M2,124.78046,2.93815,11.20439,Na42,"Owen et al., 2010, QSR"
F53,M2,103.33329,1.54256,8.23732,Na43,"Owen et al., 2010, QSR"
F53,M2,78.14517,1.8499,7.32421,Na45,"Owen et al., 2010, QSR"
F53,M2,69.90602,1.63162,6.30241,Na46,"Owen et al., 2010, QSR"
F53,M2,86.75592,1.96892,8.18525,Na47,"Owen et al., 2010, QSR"
F54,M1a-M1c,555.18457,11.67901,76.20234,Na18,"Owen et al., 2010, QSR"
F54,M1a-M1c,727.01074,21.51329,142.25592,Na19A,"Owen et al., 2010, QSR"
F54,M1a-M1c,506.51267,8.40085,67.50912,Na19B,"Owen et al., 2010, QSR"
F54,M1a-M1c,132.89594,1.96282,12.35527,Na20,"Owen et al., 2010, QSR"
F54,M1a-M1c,1408.01038,74.4874,609.98596,Na21,"Owen et al., 2010, QSR"
F54,M1a-M1c,973.21228,22.96554,226.66817,Na22,"Owen et al., 2010, QSR"
F54,M1a-M1c,597.96967,11.30666,91.84591,Na23A,"Owen et al., 2010, QSR"
F54,M1a-M1c,422.62808,7.97085,60.25037,Na23B,"Owen et al., 2010, QSR"
F54,M1a-M1c,1073.49695,59.01465,300.52356,Na1,"Owen et al., 2010, QSR"
F54,M1a-M1c,511.56665,14.861,70.82439,Na2,"Owen et al., 2010, QSR"
F54,M1a-M1c,317.09268,5.03127,34.62876,Na3A,"Owen et al., 2010, QSR"
F54,M1a-M1c,306.4848,4.35709,33.74493,Na3B,"Owen et al., 2010, QSR"
F54,M1a-M1c,903.36316,24.75656,200.93854,Na4,"Owen et al., 2010, QSR"
F54,M1a-M1c,206.70129,3.82649,20.41017,Na5,"Owen et al., 2010, QSR"
F54,M1a-M1c,419.07474,8.16905,56.6407,Na6,"Owen et al., 2010, QSR"
F54,M1a-M1c,1137.44006,42.21315,315.72366,Na7,"Owen et al., 2010, QSR"
F54,M1a-M1c,148.14833,2.19125,15.51343,Na8,"Owen et al., 2010, QSR"
F54,M1a-M1c,90.7877,2.28014,7.94885,Na82,"Owen et al., 2010, QSR"
F54,M1a-M1c,150.15653,2.53162,15.30223,Na83,"Owen et al., 2010, QSR"
F54,M1a-M1c,246.85385,4.85375,26.64357,Na84,"Owen et al., 2010, QSR"
F54,M1a-M1c,200.97768,3.61892,20.21739,Na85,"Owen et al., 2010, QSR"
F54,M1a-M1c,509.72189,7.31138,69.10761,Na86,"Owen et al., 2010, QSR"
F54,M1a-M1c,293.9729,4.74158,29.32156,Na87,"Owen et al., 2010, QSR"
F61,M1W (M4a),21.21673,0.53299,1.51473,KC2-39,"Chevalier et al., 2011"
F61,M1W (M4a),25.47125,0.79147,1.95983,KC2-40,"Chevalier et al., 2011"
F61,M1W (M4a),22.76686,0.73392,1.82581,KC2-44,"Chevalier et al., 2011"
F62,M1E (M4a),54.28579,1.4866,5.08185,KC2-45,"Chevalier et al., 2011"
F62,M1E (M4a),45.83748,1.82086,4.14657,KC2-46,"Chevalier et al., 2011"
F62,M1E (M4a),22.2404,0.52239,1.68413,KC2-47,"Chevalier et al., 2011"
F62,M1E (M4a),35.23206,0.75166,2.53385,KC2-48,"Chevalier et al., 2011"
F62,M1E (M4a),25.8561,0.60964,1.94514,KC2-49,"Chevalier et al., 2011"
F62,M1E (M4a),32.89391,0.75125,2.49848,KC2-50,"Chevalier et al., 2011"
F63,M2,114.97369,2.61502,9.72604,KC2-51,"Chevalier et al., 2011"
F63,M2,55.03123,1.47556,5.02403,KC2-52,"Chevalier et al., 2011"
F63,M2,99.95953,3.50025,8.7921,KC2-53,"Chevalier et al., 2011"
F63,M2,95.56146,2.10299,7.86481,KC2-54,"Chevalier et al., 2011"
F63,M2,71.40908,1.4468,6.38846,KC2-55,"Chevalier et al., 2011"
F63,M2,85.24321,4.24236,8.7526,KC2-56,"Chevalier et al., 2011"
F63,M2,31.71323,0.75258,2.42787,KC2-57,"Chevalier et al., 2011"
F63,M2,63.72424,1.351,5.17106,KC2-58,"Chevalier et al., 2011"
F63,M2,32.99675,0.77086,2.50898,KC2-59,"Chevalier et al., 2011"
F71,WXS-Aqu,44.7215,0.75642,3.47889,Zi-85,"Chevalier et al., 2011"
F71,WXS-Aqu,42.61249,0.66677,3.09464,Zi-86,"Chevalier et al., 2011"
F71,WXS-Aqu,39.51381,1.06732,2.92959,Zi-87,"Chevalier et al., 2011"
F71,WXS-Aqu,58.07972,1.07781,5.06538,Zi-88,"Chevalier et al., 2011"
F71,WXS-Aqu,43.96284,0.87955,3.35952,Zi-89,"Chevalier et al., 2011"
F71,WXS-Aqu,38.25748,1.17008,2.93167,Zi-90,"Chevalier et al., 2011"
F71,WXS-Aqu,43.22545,0.86612,3.22923,Zi91,"Chevalier et al., 2011"
F71,WXS-Aqu,40.70641,1.45876,3.05366,Zi-92,"Chevalier et al., 2011"
F71,WXS-Aqu,24.11964,0.44996,1.79237,Zi-93,"Chevalier et al., 2011"
F71,WXS-Aqu,47.50652,2.6213,4.99736,Zi-94,"Chevalier et al., 2011"
F71,WXS-Aqu,54.32703,1.09623,4.9667,Zi95,"Chevalier et al., 2011"
F71,WXS-Aqu,50.73592,2.98338,5.52853,Zi-96,"Chevalier et al., 2011"
F71,WXS-Aqu,25.38572,1.09139,2.09682,Zi-98,"Chevalier et al., 2011"
F71,WXS-Aqu,19.49296,0.36691,1.34634,Zi-99,"Chevalier et al., 2011"
F71,WXS-Aqu,35.32995,0.68479,2.52665,KC2-75,"Chevalier et al., 2011"
F71,WXS-Aqu,41.77142,0.64164,2.91478,KC2-76,"Chevalier et al., 2011"
F71,WXS-Aqu,25.23224,0.6382,1.87861,KC2-77,"Chevalier et al., 2011"
F71,WXS-Aqu,36.36892,0.57272,2.62173,KC2-80,"Chevalier et al., 2011"
F71,WXS-Aqu,27.98132,0.61785,2.08947,KC2-82,"Chevalier et al., 2011"
F71,WXS-Aqu,24.75819,0.78461,1.91221,KC2-83,"Chevalier et al., 2011"
F81,M3,25.24477,0.19123,1.80888,MK-1,"Amidon et al., 2013"
F81,M3,65.8596,1.08402,5.43,MK-3,"Amidon et al., 2013"
F81,M3,55.57197,0.55555,4.81961,MK-4,"Amidon et al., 2013"
F81,M3,55.70147,0.88446,4.8791,MK-5,"Amidon et al., 2013"
F81,M3,66.40894,0.65918,5.51742,MK-8,"Amidon et al., 2013"
F81,M3,47.44823,0.67604,4.26089,MK-9,"Amidon et al., 2013"
F81,M3,90.24541,1.14568,7.81201,MK-11,"Amidon et al., 2013"
F82,M2,87.82255,1.0967,7.95254,MK-18,"Amidon et al., 2013"
F82,M2,88.77155,0.72121,7.86045,MK-19,"Amidon et al., 2013"
F83,M1,125.81529,0.97916,11.18885,MK-22,"Amidon et al., 2013"
