group,groupName,Age,intErr,extErr,sample,reference
A43,Terskey Ala Tau-1,31.60509,0.77498,2.54243,SCT-020901-4,"Koppes et al., 2008"
A43,Terskey Ala Tau-1,42.96299,1.25171,3.52322,SCT-020901-5,"Koppes et al., 2008"
A43,Terskey Ala Tau-1,101.0529,2.56787,8.85961,SCT-030901-6,"Koppes et al., 2008"
A43,Terskey Ala Tau-1,101.11477,2.91409,8.99335,KTS98-CS-93,"Koppes et al., 2008"
A43,Terskey Ala Tau-1,112.25583,3.45625,10.20582,KTS98-CS-94,"Koppes et al., 2008"
A43,Terskey Ala Tau-1,143.68507,3.4448,14.2399,KTS98-CS-95,"Koppes et al., 2008"
A43,Terskey Ala Tau-1,74.61719,1.95732,6.73684,KTS98-CS-96,"Koppes et al., 2008"
B11,AT,49.36484,0.28943,4.31058,AT11,"Abramowski et al., 2006"
B11,AT,22.28487,0.18851,1.6776,AT13,"Abramowski et al., 2006"
B11,AT,25.12575,0.08726,1.83346,AT21,"Abramowski et al., 2006"
B11,AT,19.51295,0.06529,1.37115,AT22,"Abramowski et al., 2006"
B12,TK,89.48489,0.36385,7.76121,TK11,"Abramowski et al., 2006"
B12,TK,74.43238,0.37421,6.5229,TK12,"Abramowski et al., 2006"
B12,TK,85.90363,0.36847,7.7095,TK13,"Abramowski et al., 2006"
B12,TK,93.75441,0.36512,7.7216,TK14,"Abramowski et al., 2006"
B12,TK,88.52432,0.36498,7.79939,TK15,"Abramowski et al., 2006"
B21,Gu-Sha,35.6091,0.42834,2.64372,13TMS011,"Stuebner et al., 2017"
B21,Gu-Sha,14.74087,0.23747,1.12286,13TMS012,"Stuebner et al., 2017"
B21,Gu-Sha,37.64076,0.61895,2.85445,13TMS013,"Stuebner et al., 2017"
B21,Gu-Sha,15.68334,0.2509,1.21946,13TMS001,"Stuebner et al., 2017"
B21,Gu-Sha,25.18387,0.62313,1.93642,13TMS002,"Stuebner et al., 2017"
B21,Gu-Sha,32.07738,0.39629,2.43901,13TMS004,"Stuebner et al., 2017"
B21,Gu-Sha,79.30965,1.16165,7.33095,13TMS006,"Stuebner et al., 2017"
B21,Gu-Sha,50.41965,0.75196,4.52654,13TMS018,"Stuebner et al., 2017"
B21,Gu-Sha,51.59298,0.75276,4.62762,13TMS019,"Stuebner et al., 2017"
B21,Gu-Sha,14.20502,0.22483,1.10335,13TMS016,"Stuebner et al., 2017"
B21,Gu-Sha,32.77212,0.51506,2.51908,13TMS017,"Stuebner et al., 2017"
B21,Gu-Sha,13.82431,0.29316,1.10118,13TMS020,"Stuebner et al., 2017"
B31,M4,29.613623,1.136183,2.49687,M4/1,"Zech et al., 2005"
B31,M4,29.619232,1.702672,2.800246,M4/2,"Zech et al., 2005"
B31,M4,29.992615,1.102983,2.509288,M4/3,"Zech et al., 2005"
B32,M2-M3,64.252434,1.960167,5.476862,M3/1,"Zech et al., 2005"
B32,M2-M3,57.803165,1.878756,5.248921,M3/2,"Zech et al., 2005"
B32,M2-M3,41.667713,1.425662,3.312826,M3/3,"Zech et al., 2005"
B32,M2-M3,71.491615,3.326001,7.02554,M2/1,"Zech et al., 2005"
B32,M2-M3,24.17304,0.942743,2.029199,M2/2,"Zech et al., 2005"
B32,M2-M3,39.132812,1.249017,3.13032,M2/3,"Zech et al., 2005"
B32,M2-M3,50.075764,2.121313,4.928509,M2/4,"Zech et al., 2005"
B32,M2-M3,73.185295,2.208973,6.727005,M2/5,"Zech et al., 2005"
B32,M2-M3,17.311161,1.015913,1.658878,M2/6,"Zech et al., 2005"
B32,M2-M3,18.99844,0.772202,1.567121,M2/7,"Zech et al., 2005"
B33,M1,83.00213,3.38616,8.15539,M1/1,"Zech et al., 2005"
B33,M1,92.51981,3.40771,8.43697,M1/2,"Zech et al., 2005"
B33,M1,90.51714,4.07971,8.70402,M1/3,"Zech et al., 2005"
B33,M1,85.24748,4.89856,9.02104,M1/4,"Zech et al., 2005"
B33,M1,96.3958,3.87376,8.71706,M1/5,"Zech et al., 2005"
B33,M1,92.34917,3.70163,8.55292,M1/6,"Zech et al., 2005"
B33,M1,91.90922,3.40669,8.42182,M1/7,"Zech et al., 2005"
B33,M1,88.4379,5.66366,9.64111,OB21,"Roehringer et al., 2012"
B33,M1,90.84483,3.82864,8.577,OB22,"Roehringer et al., 2012"
B41,BO2-BO5,22.69424,1.3371,2.17284,BT52,"Roehringer et al., 2012"
B41,BO2-BO5,25.14166,1.33344,2.25853,BT62,"Roehringer et al., 2012"
B41,BO2-BO5,20.90072,0.9472,1.73078,BT63,"Roehringer et al., 2012"
B41,BO2-BO5,24.01895,1.04932,2.07249,BT91,"Roehringer et al., 2012"
B41,BO2-BO5,25.1607,1.23647,2.207,BT92,"Roehringer et al., 2012"
B41,BO2-BO5,22.99514,1.11369,2.06742,BT93,"Roehringer et al., 2012"
B41,BO2-BO5,24.22708,0.0877,1.79124,BO21,"Abramowski et al., 2006"
B41,BO2-BO5,23.90979,0.08497,1.78862,BO24,"Abramowski et al., 2006"
B41,BO2-BO5,25.05925,0.09393,1.82174,BO28,"Abramowski et al., 2006"
B41,BO2-BO5,23.9065,0.09447,1.78992,BO29,"Abramowski et al., 2006"
B42,BO1,38.3008,0.13443,2.81453,BO11,"Abramowski et al., 2006"
B42,BO1,37.68835,0.15747,2.77209,BO12,"Abramowski et al., 2006"
B42,BO1,62.56875,0.23869,5.00868,BO13,"Abramowski et al., 2006"
B42,BO1,77.74389,0.33395,6.9257,BO14,"Abramowski et al., 2006"
B42,BO1,58.0579,0.23558,4.93663,BO17,"Abramowski et al., 2006"
B42,BO1,60.49329,3.47965,6.0455,BT101,"Roehringer et al., 2012"
B42,BO1,59.71975,2.68989,5.66357,BT103,"Roehringer et al., 2012"
B42,BO1,75.49019,5.06213,8.36973,BT104,"Roehringer et al., 2012"
B42,BO1,69.06522,2.76684,6.55843,BT105,"Roehringer et al., 2012"
B51,UK4-UK6,18.82569,0.06684,1.36014,UK61,"Abramowski et al., 2006"
B51,UK4-UK6,19.34403,0.06725,1.35133,UK51,"Abramowski et al., 2006"
B51,UK4-UK6,21.12019,0.07363,1.47456,UK52,"Abramowski et al., 2006"
B51,UK4-UK6,45.91958,0.1921,3.77779,UK53,"Abramowski et al., 2006"
B51,UK4-UK6,19.90899,0.0669,1.36432,UK54,"Abramowski et al., 2006"
B51,UK4-UK6,21.58399,0.12252,1.55079,UK41,"Abramowski et al., 2006"
B51,UK4-UK6,22.47591,0.11268,1.6902,UK42,"Abramowski et al., 2006"
B51,UK4-UK6,26.89198,0.0972,1.98887,UK43,"Abramowski et al., 2006"
B51,UK4-UK6,16.7428,0.09987,1.28018,UK44,"Abramowski et al., 2006"
B51,UK4-UK6,33.07747,0.14413,2.47139,UK45,"Abramowski et al., 2006"
B52,UK1-UK3,72.13437,0.30195,6.26076,UK31,"Abramowski et al., 2006"
B52,UK1-UK3,91.26586,0.37545,7.68436,UK32,"Abramowski et al., 2006"
B52,UK1-UK3,78.33144,0.41956,7.04164,UK33,"Abramowski et al., 2006"
B52,UK1-UK3,56.34775,0.23476,4.82973,UK34,"Abramowski et al., 2006"
B52,UK1-UK3,108.08604,0.42637,8.91033,UK35,"Abramowski et al., 2006"
B52,UK1-UK3,85.54064,0.38216,7.65822,UK21,"Abramowski et al., 2006"
B52,UK1-UK3,41.68075,0.21294,2.99982,UK24,"Abramowski et al., 2006"
B52,UK1-UK3,26.09964,0.10007,1.94783,UK25,"Abramowski et al., 2006"
B52,UK1-UK3,38.53314,0.15342,2.8292,UK26,"Abramowski et al., 2006"
B52,UK1-UK3,79.73126,0.35417,7.33369,UK28,"Abramowski et al., 2006"
B52,UK1-UK3,135.8815,0.63539,12.72489,UK11,"Abramowski et al., 2006"
B52,UK1-UK3,95.15445,0.36887,7.72798,UK12,"Abramowski et al., 2006"
B61,GU1,54.78804,0.24983,4.77602,GU11,"Abramowski et al., 2006"
B61,GU1,39.05748,0.10566,2.85131,GU12,"Abramowski et al., 2006"
B61,GU1,21.22021,0.06788,1.48758,GU13,"Abramowski et al., 2006"
B61,GU1,32.08507,0.10509,2.40366,GU15,"Abramowski et al., 2006"
B61,GU1,25.76838,0.11052,1.90065,GU16,"Abramowski et al., 2006"
B61,GU1,83.22734,0.27968,7.45154,GU19,"Abramowski et al., 2006"
B62,GU2,33.74073,0.16665,2.49483,GU21,"Abramowski et al., 2006"
B62,GU2,28.8024,0.19488,2.15266,GU22,"Abramowski et al., 2006"
B62,GU2,60.47269,0.30889,4.95308,GU24,"Abramowski et al., 2006"
B62,GU2,65.33151,0.32669,5.23744,GU25,"Abramowski et al., 2006"
B62,GU2,27.32932,0.11183,2.0003,GU26,"Abramowski et al., 2006"
B63,GU3,20.90218,0.07696,1.44841,GU31,"Abramowski et al., 2006"
B63,GU3,50.35619,0.20111,4.4985,GU32,"Abramowski et al., 2006"
B63,GU3,28.79159,0.10279,2.14443,GU34,"Abramowski et al., 2006"
B63,GU3,35.63833,0.20037,2.58601,GU36,"Abramowski et al., 2006"
B63,GU3,25.74635,0.22872,1.90603,GU38,"Abramowski et al., 2006"
B64,GU4,28.48838,0.21362,2.12038,GU42,"Abramowski et al., 2006"
B64,GU4,23.40319,0.09972,1.77056,GU44,"Abramowski et al., 2006"
B64,GU4,33.94154,0.23336,2.50513,GU47,"Abramowski et al., 2006"
C11,Subakh,145.04036,4.78415,15.27548,MUST-15,"Seong et al., 2009a"
C11,Subakh,121.36747,2.93665,10.37676,MUST-16,"Seong et al., 2009a"
C11,Subakh,76.55567,1.99348,7.05858,MUST-17,"Seong et al., 2009a"
C11,Subakh,47.43164,1.229,4.33237,MUST-18,"Seong et al., 2009a"
C11,Subakh,159.20487,4.52711,16.32067,MUST-19,"Seong et al., 2009a"
C11,Subakh,100.58969,3.33483,8.95955,MUST-20,"Seong et al., 2009a"
C11,Subakh,43.19564,1.10133,3.41592,MUST-80,"Seong et al., 2009a"
C11,Subakh,29.26738,0.65557,2.28562,MUST-81,"Seong et al., 2009a"
C11,Subakh,88.79472,1.17235,7.87654,MUST-82,"Seong et al., 2009a"
C11,Subakh,24.5423,0.68038,1.92481,MUST-83,"Seong et al., 2009a"
C11,Subakh,66.47333,1.23283,5.61615,MUST-84,"Seong et al., 2009a"
C11,Subakh,128.32092,2.15253,11.62389,MUST-90,"Seong et al., 2009a"
C11,Subakh,27.70267,0.63736,2.13758,MUST-91,"Seong et al., 2009a"
C11,Subakh,72.03996,2.70658,6.79478,MUST-92,"Seong et al., 2009a"
C11,Subakh,19.87096,0.67613,1.5241,MUST-62,"Seong et al., 2009a"
C11,Subakh,27.66609,0.69387,2.14715,MUST-63,"Seong et al., 2009a"
C11,Subakh,25.83715,0.58503,1.99712,MUST-64,"Seong et al., 2009a"
C11,Subakh,84.41892,1.79251,7.63541,MUST-65,"Seong et al., 2009a"
C11,Subakh,53.24521,1.02352,4.84022,MUST-66,"Seong et al., 2009a"
C11,Subakh,26.43548,0.59834,2.05709,MUST-86,"Seong et al., 2009a"
C11,Subakh,32.09028,0.82307,2.55523,KONG_29,"Seong et al., 2009a"
C11,Subakh,62.82884,1.50094,5.25208,KONG_30,"Seong et al., 2009a"
C11,Subakh,17.06855,0.41049,1.35537,KONG_1,"Seong et al., 2009a"
C11,Subakh,28.44135,0.63023,2.20691,KONG_2,"Seong et al., 2009a"
C11,Subakh,19.86411,0.43703,1.44313,KONG_3,"Seong et al., 2009a"
C11,Subakh,32.08992,0.74344,2.53159,KONG_4,"Seong et al., 2009a"
C12,Karasu,634.72815,51.21636,122.11473,MUST-48,"Seong et al., 2009a"
C12,Karasu,267.60803,3.79797,27.19217,MUST-49,"Seong et al., 2009a"
C12,Karasu,361.83252,8.70773,49.18389,MUST-50,"Seong et al., 2009a"
C12,Karasu,182.25084,2.95595,16.16678,MUST-88,"Seong et al., 2009a"
C12,Karasu,188.54536,5.4443,16.65015,MUST-89,"Seong et al., 2009a"
C21,Kuzigun,26.61248,0.57717,2.0623,XJ-69,"Owen et al., 2012"
C21,Kuzigun,18.92867,0.5371,1.46354,XJ-70,"Owen et al., 2012"
C21,Kuzigun,17.40265,0.79821,1.54167,XJ-71,"Owen et al., 2012"
C21,Kuzigun,21.72261,0.51714,1.65753,XJ-72,"Owen et al., 2012"
C21,Kuzigun,6.90082,2.05872,2.11676,XJ-79,"Owen et al., 2012"
C21,Kuzigun,3.67469,2.01167,2.02973,XJ-80,"Owen et al., 2012"
C21,Kuzigun,25.45685,0.51231,1.92612,XJ-81,"Owen et al., 2012"
C21,Kuzigun,15.42295,1.43957,1.84355,XJ-82,"Owen et al., 2012"
C21,Kuzigun,21.14981,0.69183,1.63084,Pamir-16,"Owen et al., 2012"
C21,Kuzigun,26.1946,0.94832,2.17148,Pamir-17,"Owen et al., 2012"
C21,Kuzigun,20.89408,0.48633,1.5242,Pamir-18,"Owen et al., 2012"
C22,Hangdi,21.29802,0.66401,1.63851,XJ-32,"Owen et al., 2012"
C22,Hangdi,36.10778,1.44209,2.99797,XJ-33,"Owen et al., 2012"
C22,Hangdi,14.84233,0.46311,1.19072,XJ-34,"Owen et al., 2012"
C22,Hangdi,15.81169,0.36082,1.26032,XJ-35,"Owen et al., 2012"
C22,Hangdi,39.44829,0.94885,3.00792,XJ-36,"Owen et al., 2012"
C22,Hangdi,33.19495,0.62878,2.54739,XJ-37,"Owen et al., 2012"
C22,Hangdi,29.31247,1.09163,2.44986,XJ-52,"Owen et al., 2012"
C22,Hangdi,27.21793,0.75977,2.13409,XJ-53,"Owen et al., 2012"
C22,Hangdi,26.65332,0.95889,2.19217,XJ-54,"Owen et al., 2012"
C22,Hangdi,34.22929,1.3604,2.84651,XJ-55,"Owen et al., 2012"
C22,Hangdi,27.91439,0.80125,2.2009,XJ-56,"Owen et al., 2012"
C22,Hangdi,17.23145,2.42164,2.74865,XJ-74,"Owen et al., 2012"
C22,Hangdi,14.70133,0.2315,1.12556,XJ-75,"Owen et al., 2012"
C22,Hangdi,28.49534,1.08148,2.37445,XJ-76,"Owen et al., 2012"
C22,Hangdi,29.26559,0.67482,2.28702,XJ-77,"Owen et al., 2012"
C22,Hangdi,32.43255,0.62794,2.5101,XJ-78,"Owen et al., 2012"
C22,Hangdi,25.6358,0.55298,1.96105,Pamir-9,"Owen et al., 2012"
C22,Hangdi,28.44121,4.03251,4.54886,Pamir-10,"Owen et al., 2012"
C22,Hangdi,25.17934,0.65786,1.94863,Pamir-13,"Owen et al., 2012"
C22,Hangdi,28.19149,0.97966,2.30276,Pamir-14,"Owen et al., 2012"
C23,Tashkurgan,63.28279,2.11302,5.48153,XJ-21,"Owen et al., 2012"
C23,Tashkurgan,74.35751,3.02851,7.19061,XJ-22,"Owen et al., 2012"
C23,Tashkurgan,69.79506,1.51684,6.23031,XJ-23,"Owen et al., 2012"
C23,Tashkurgan,84.07579,2.94213,7.99408,XJ-26,"Owen et al., 2012"
C23,Tashkurgan,102.38866,2.96023,8.87321,XJ-27,"Owen et al., 2012"
C23,Tashkurgan,65.25526,2.11187,5.62701,XJ-28,"Owen et al., 2012"
C23,Tashkurgan,84.71362,2.07411,7.75391,XJ-30,"Owen et al., 2012"
C23,Tashkurgan,55.97446,3.05413,5.69167,XJ-38,"Owen et al., 2012"
C23,Tashkurgan,73.34454,1.62696,6.59309,XJ-39,"Owen et al., 2012"
C23,Tashkurgan,69.903,2.28221,6.47736,XJ-40,"Owen et al., 2012"
C23,Tashkurgan,51.87209,1.82493,4.97446,XJ-41,"Owen et al., 2012"
C23,Tashkurgan,67.14552,3.09063,6.40484,XJ-42,"Owen et al., 2012"
C23,Tashkurgan,90.84345,2.03398,7.9399,XJ-61,"Owen et al., 2012"
C23,Tashkurgan,76.95007,3.10632,7.47607,XJ-62,"Owen et al., 2012"
C23,Tashkurgan,105.95684,2.33719,8.77256,XJ-63,"Owen et al., 2012"
C23,Tashkurgan,83.79974,2.37778,7.79252,XJ-64,"Owen et al., 2012"
C23,Tashkurgan,87.06713,1.87062,8.03378,XJ-65,"Owen et al., 2012"
C23,Tashkurgan,28.65333,6.83587,7.15947,XJ-66,"Owen et al., 2012"
C23,Tashkurgan,87.14069,2.78594,8.29812,XJ-67,"Owen et al., 2012"
C23,Tashkurgan,78.76332,1.49856,7.26043,Pamir-11,"Owen et al., 2012"
C23,Tashkurgan,90.37325,1.18054,7.78123,Pamir-12,"Owen et al., 2012"
C23,Tashkurgan,91.73456,2.82204,8.18786,Pamir-19,"Owen et al., 2012"
C23,Tashkurgan,80.06389,2.87694,7.89189,Pamir-20,"Owen et al., 2012"
C23,Tashkurgan,78.46566,2.66397,7.52891,Pamir-21,"Owen et al., 2012"
C23,Tashkurgan,77.4491,3.00011,7.48772,Pamir-22,"Owen et al., 2012"
C24,Dabudaer,26.1592,2.18918,2.92484,XJ-44,"Owen et al., 2012"
C24,Dabudaer,49.29353,1.95478,4.74355,XJ-45,"Owen et al., 2012"
C24,Dabudaer,47.60742,1.74001,4.53753,XJ-46,"Owen et al., 2012"
C24,Dabudaer,91.22063,4.73877,9.01888,XJ-47,"Owen et al., 2012"
C24,Dabudaer,166.8472,7.9176,18.08727,XJ-48,"Owen et al., 2012"
C24,Dabudaer,102.80978,2.94698,8.87654,XJ-49,"Owen et al., 2012"
C24,Dabudaer,208.91597,9.65898,22.27203,XJ-50,"Owen et al., 2012"
C24,Dabudaer,176.00584,8.78219,18.93315,XJ-51,"Owen et al., 2012"
C24,Dabudaer,304.29953,6.09341,33.40805,XJ-57,"Owen et al., 2012"
C24,Dabudaer,323.65082,8.51922,37.40359,XJ-58,"Owen et al., 2012"
C24,Dabudaer,277.44321,11.10123,30.83538,XJ-73,"Owen et al., 2012"
C24,Dabudaer,67.93517,2.63135,6.32777,XJ-84,"Owen et al., 2012"
C24,Dabudaer,94.39784,1.91095,7.91763,XJ-85,"Owen et al., 2012"
C24,Dabudaer,204.12749,3.97798,20.9785,XJ-86,"Owen et al., 2012"
C24,Dabudaer,81.18606,1.87731,7.68907,XJ-87,"Owen et al., 2012"
C24,Dabudaer,66.93411,1.07358,5.67358,XJ-88,"Owen et al., 2012"
C24,Dabudaer,146.53201,2.55459,14.87283,XJ-89,"Owen et al., 2012"
C31,M1-M2,94.91023,9.08347,11.92591,Pamir48,"Hedrick et al., 2017"
C31,M1-M2,38.26805,10.15921,10.54062,Pamir51 ,"Hedrick et al., 2017"
C31,M1-M2,91.08733,4.23201,8.76684,XJ98,"Hedrick et al., 2017"
C31,M1-M2,71.24401,1.34924,6.32333,XJ99 ,"Hedrick et al., 2017"
C31,M1-M2,46.34438,1.30337,4.13283,XJ100 ,"Hedrick et al., 2017"
C32,M3,70.07887,2.56644,6.58481,XJ90,"Hedrick et al., 2017"
C32,M3,19.31761,0.68297,1.51882,XJ91,"Hedrick et al., 2017"
C32,M3,15.37223,0.39846,1.2153,XJ92,"Hedrick et al., 2017"
C32,M3,42.61221,0.67962,3.22268,XJ93,"Hedrick et al., 2017"
C32,M3,60.44364,5.05893,7.0714,XJ94,"Hedrick et al., 2017"
C32,M3,63.15371,1.68215,5.31777,XJ95,"Hedrick et al., 2017"
C32,M3,23.52482,0.90263,1.9863,XJ96,"Hedrick et al., 2017"
C32,M3,61.00822,2.35727,5.46959,XJ97,"Hedrick et al., 2017"
C33,M4,17.17646,0.84688,1.5494,XJ5,"Hedrick et al., 2017"
C33,M4,34.49431,0.94331,2.68462,XJ6,"Hedrick et al., 2017"
C33,M4,17.04239,0.67852,1.45569,XJ7,"Hedrick et al., 2017"
C33,M4,24.30309,1.28272,2.2072,XJ10,"Hedrick et al., 2017"
D41,Skardu,147.00372,5.90839,15.76445,K2-1,"Seong et al., 2007"
D41,Skardu,206.22426,3.79127,20.46819,K2-2,"Seong et al., 2007"
D41,Skardu,165.07838,4.73698,17.13946,K2-3,"Seong et al., 2007"
D41,Skardu,209.97997,5.01567,20.95676,K2-4,"Seong et al., 2007"
D41,Skardu,119.984,2.11152,10.30121,K2-5,"Seong et al., 2007"
D41,Skardu,173.45201,5.78664,18.20526,K2-6,"Seong et al., 2007"
D41,Skardu,106.33448,2.61417,8.86659,K2-7,"Seong et al., 2007"
D41,Skardu,131.25957,3.45611,12.44978,K2-8,"Seong et al., 2007"
D41,Skardu,77.86783,2.33684,7.28805,K2-9,"Seong et al., 2007"
D51,Guhulkin-2,20.13492,6.207,6.35839,KK98-11,"Owen et al., 2002, GSAB"
D51,Guhulkin-2,32.0343,0.87695,2.55993,KK98-12,"Owen et al., 2002, GSAB"
D51,Guhulkin-2,24.1658,0.73122,1.93831,KK98-13,"Owen et al., 2002, GSAB"
D51,Guhulkin-2,29.24919,1.10048,2.4479,KK98-14,"Owen et al., 2002, GSAB"
D51,Guhulkin-2,23.9117,0.94953,2.02378,KK98-15,"Owen et al., 2002, GSAB"
D51,Guhulkin-2,20.20333,0.67467,1.54115,KK98-21,"Owen et al., 2002, GSAB"
D51,Guhulkin-2,20.89552,0.74631,1.63109,KK98-22,"Owen et al., 2002, GSAB"
D52,Guhulkin-1,29.627,1.36535,2.60873,KK98-6,"Owen et al., 2002, GSAB"
D52,Guhulkin-1,29.06719,0.9208,2.35464,KK98-7,"Owen et al., 2002, GSAB"
D52,Guhulkin-1,32.55106,1.08259,2.66986,KK98-8,"Owen et al., 2002, GSAB"
D52,Guhulkin-1,31.39773,1.15471,2.62315,KK98-9,"Owen et al., 2002, GSAB"
D52,Guhulkin-1,27.46488,0.09037,2.0144,KK98-10,"Owen et al., 2002, GSAB"
D52,Guhulkin-1,19.45011,0.46281,1.43158,KK98-26,"Owen et al., 2002, GSAB"
D53,Borit Jheel,75.63993,2.09305,6.98691,KK98-50,"Owen et al., 2002, GSAB"
D53,Borit Jheel,66.24928,2.09989,5.81723,KK98-55,"Owen et al., 2002, GSAB"
D53,Borit Jheel,65.17036,1.39747,5.39345,KK98-56,"Owen et al., 2002, GSAB"
D53,Borit Jheel,65.22038,1.02451,5.31487,KK98-57,"Owen et al., 2002, GSAB"
D53,Borit Jheel,35.20183,0.81188,2.67537,KK98-64,"Owen et al., 2002, GSAB"
D53,Borit Jheel,46.67113,1.14174,4.15887,KK98-65,"Owen et al., 2002, GSAB"
D53,Borit Jheel,61.72849,1.57893,5.19115,KK98-47,"Owen et al., 2002, GSAB"
D54,Yunz,44.76043,1.87234,3.93462,KK98-42,"Owen et al., 2002, GSAB"
D54,Yunz,33.80395,1.11085,2.72375,KK98-43,"Owen et al., 2002, GSAB"
D54,Yunz,30.45485,0.71159,2.38895,KK98-44,"Owen et al., 2002, GSAB"
D54,Yunz,51.8537,1.11237,4.74862,KK98-45,"Owen et al., 2002, GSAB"
D54,Yunz,39.67555,0.8826,2.98846,KK98-46,"Owen et al., 2002, GSAB"
E11,Bazgo,93.85385,2.68067,8.07723,ZK38,"Owen et al., 2006, GSAB"
E11,Bazgo,61.10051,1.5171,5.15574,ZK39,"Owen et al., 2006, GSAB"
E11,Bazgo,53.16721,18.19311,18.81144,ZK40,"Owen et al., 2006, GSAB"
E11,Bazgo,72.13218,2.26877,6.67849,ZK42,"Owen et al., 2006, GSAB"
E11,Bazgo,49.29189,1.54573,4.60941,ZK43,"Owen et al., 2006, GSAB"
E12,Kar,74.87768,1.48931,6.77842,I-31,"Owen et al., 2006, GSAB"
